Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-December-2017,3300.00,3330.00,3265.45,3285.55,3293.858989777510523150,9978,674,32866125.00,2114,21.19,64.55,-14.45
20-December-2017,3320.00,3340.70,3274.50,3301.15,3309.528444495730440803,17332,1101,57360747.00,4842,27.94,66.20,-18.85
19-December-2017,3264.70,3330.70,3227.55,3319.90,3288.681186868686868686,14256,1045,46883439.00,3797,26.63,103.15,55.20
18-December-2017,3199.00,3242.55,3094.55,3227.40,3200.538402830777770068,28826,2698,92258720.00,7397,25.66,148.00,28.40
15-December-2017,3184.00,3259.90,3168.80,3205.30,3225.309680777238029146,17292,2410,55772055.00,4739,27.41,91.10,21.30
14-December-2017,3150.00,3172.40,3133.00,3151.40,3152.604311611954924056,10205,665,32172327.00,3990,39.10,39.40,1.40
13-December-2017,3171.00,3191.95,3140.00,3149.35,3165.164168843668362436,7273,643,23020239.00,1566,21.53,51.95,-21.65
12-December-2017,3211.00,3211.00,3156.10,3168.65,3175.692676641133939437,13969,1612,44361251.00,7675,54.94,54.90,-42.35
11-December-2017,3210.00,3235.60,3180.00,3211.90,3206.873222748815165876,5908,597,18946207.00,1979,33.50,55.60,1.90
8-December-2017,3222.00,3250.00,3204.25,3215.30,3218.313969871030670857,27681,1702,89086149.00,11989,43.31,45.75,-6.70
7-December-2017,3115.00,3209.40,3106.50,3195.85,3178.150076569678407350,17631,1237,56033964.00,3393,19.24,102.90,80.85
6-December-2017,3160.00,3160.00,3102.10,3108.60,3118.618203202750384510,11053,899,34470087.00,3141,28.42,57.90,-51.40
5-December-2017,3200.20,3200.20,3148.50,3160.85,3167.749891681109185441,9232,690,29244667.00,2797,30.30,51.70,-39.35
4-December-2017,3218.80,3249.95,3183.55,3199.95,3203.241298488222196179,8533,733,27333258.00,2517,29.50,66.40,-18.85
1-December-2017,3344.00,3344.00,3202.10,3212.65,3276.804304160688665710,27880,2521,91357304.00,6908,24.78,141.90,-131.35
30-November-2017,3313.75,3371.50,3290.00,3311.70,3333.844549690627148422,26182,1902,87286718.00,5801,22.16,81.50,-2.05
29-November-2017,3300.00,3329.40,3295.00,3315.50,3316.067731541783780078,14587,1013,48371480.00,1884,12.92,34.40,15.50
28-November-2017,3270.00,3308.00,3260.55,3292.60,3290.987972299842060502,8231,480,27088122.00,1968,23.91,47.45,22.60
27-November-2017,3302.70,3302.70,3260.55,3272.35,3272.413892753933426094,9343,580,30574163.00,2930,31.36,42.15,-30.35
24-November-2017,3301.10,3327.45,3284.05,3293.10,3299.323470715835140997,11525,982,38024703.00,3132,27.18,43.40,-8.00
23-November-2017,3313.00,3331.15,3246.05,3261.85,3273.647152091718502256,8199,562,26840633.00,2170,26.47,85.10,-51.15
22-November-2017,3306.00,3344.45,3302.55,3312.20,3328.903328050713153724,11358,756,37809684.00,2381,20.96,41.90,6.20
21-November-2017,3250.00,3300.55,3250.00,3292.95,3279.128835911742328176,7886,648,25859210.00,1814,23.00,50.55,42.95
20-November-2017,3214.80,3251.05,3202.65,3242.85,3237.262542102464102109,5641,450,18261398.00,1081,19.16,48.40,28.05
17-November-2017,3219.95,3238.05,3196.05,3212.05,3219.560635538261997405,6168,609,19858250.00,1885,30.56,42.00,-7.90
