Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-January-2018,1363.00,1375.00,1358.75,1363.35,1362.864768974442890720,134444,1901,183228991.00,97438,72.47,16.25,0.35
8-January-2018,1350.00,1370.00,1350.00,1367.35,1362.687131846096002005,63832,1408,86983045.00,24864,38.95,20.00,17.35
5-January-2018,1350.40,1362.40,1348.75,1356.50,1356.127932827456960699,54427,864,73809975.00,39867,73.25,13.65,6.10
4-January-2018,1350.00,1355.10,1342.00,1352.05,1350.299773588620367180,40634,1084,54868081.00,15663,38.55,13.10,2.05
3-January-2018,1339.40,1356.00,1335.20,1350.10,1349.968558951965065502,35495,924,47917134.00,10944,30.83,20.80,10.70
2-January-2018,1344.00,1350.00,1331.05,1339.45,1337.913048103312554517,47003,1318,62885927.00,11892,25.30,18.95,-4.55
1-January-2018,1355.00,1364.95,1343.25,1347.25,1352.686077529939270106,35238,916,47665952.00,14400,40.86,21.70,-7.75
29-December-2017,1357.00,1374.70,1353.35,1368.10,1367.104806090887461337,117684,1548,160886362.00,70604,59.99,21.35,11.10
28-December-2017,1354.25,1384.10,1319.95,1357.35,1366.385117631509384086,75660,2286,103380698.00,24851,32.85,64.15,3.10
27-December-2017,1348.00,1363.75,1345.50,1354.45,1357.887920564582307566,60930,1026,82736111.00,30947,50.79,18.25,6.45
26-December-2017,1350.00,1358.00,1340.00,1347.95,1346.984922255379299513,25468,786,34305012.00,7533,29.58,18.00,-2.05
22-December-2017,1336.00,1356.75,1336.00,1351.65,1352.947203238201390314,34093,960,46126029.00,13293,38.99,20.75,15.65
21-December-2017,1360.00,1362.80,1346.00,1348.35,1350.850522948197366802,40635,1949,54891811.00,15831,38.96,16.80,-11.65
20-December-2017,1343.75,1366.90,1332.40,1361.35,1352.001734314246552351,71498,1900,96665420.00,40081,56.06,34.50,17.60
19-December-2017,1330.15,1350.00,1327.00,1347.70,1336.191131808058311399,34573,1195,46196136.00,13801,39.92,23.00,17.55
18-December-2017,1316.00,1345.00,1301.05,1331.45,1329.489930098968786767,57796,4195,76839200.00,21298,36.85,43.95,15.45
15-December-2017,1325.00,1334.20,1311.00,1325.15,1323.905895941040589594,36364,1435,48142514.00,18085,49.73,23.20,0.15
14-December-2017,1316.55,1326.00,1305.60,1323.65,1316.308263888888888888,28800,784,37909678.00,14744,51.19,20.40,7.10
13-December-2017,1314.00,1336.95,1306.55,1316.55,1319.733204974761929541,57651,1350,76083939.00,23437,40.65,30.40,2.55
12-December-2017,1318.00,1323.40,1309.20,1314.95,1316.418537267701325517,30026,931,39526783.00,18818,62.67,14.20,-3.05
11-December-2017,1318.00,1327.00,1311.60,1320.35,1320.536923560373949249,50916,1194,67236458.00,22980,45.13,15.40,2.35
