Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-April-2018,1092.05,1127.15,1092.05,1121.05,1114.015198097337432565,17239,883,19204508.00,8120,47.10,35.10,29.00
27-April-2018,1091.05,1102.00,1086.85,1093.45,1094.972989106103566631,6701,408,7337414.00,1570,23.43,15.15,2.40
26-April-2018,1093.00,1102.20,1076.65,1089.95,1093.234574111334674714,11928,1231,13040102.00,4553,38.17,25.55,-3.05
25-April-2018,1080.00,1110.00,1077.90,1091.35,1098.619448790468167047,16618,977,18256858.00,7027,42.29,32.10,11.35
24-April-2018,1095.00,1100.30,1081.40,1087.65,1093.036135412704450361,7887,484,8620776.00,2125,26.94,18.90,-7.35
23-April-2018,1074.45,1092.75,1070.00,1088.95,1083.323244552058111380,13216,796,14317200.00,4102,31.04,22.75,14.50
20-April-2018,1060.00,1077.70,1056.10,1073.05,1065.641629464285714285,8960,479,9548149.00,3348,37.37,21.60,13.05
19-April-2018,1079.00,1084.10,1060.00,1062.80,1066.588456949067386798,15923,992,16983288.00,8609,54.07,24.10,-16.20
18-April-2018,1078.45,1088.60,1072.20,1078.45,1080.782647471015415976,7849,436,8483063.00,3013,38.39,16.40,0.00
17-April-2018,1083.00,1084.95,1075.00,1077.90,1079.424977766484563587,7871,403,8496154.00,4276,54.33,9.95,-5.10
16-April-2018,1075.00,1082.00,1068.25,1078.90,1075.530550918196994991,5990,476,6442428.00,1693,28.26,13.75,3.90
13-April-2018,1102.00,1111.95,1076.75,1077.95,1089.263522244784936311,10834,852,11801081.00,5767,53.23,35.20,-24.05
12-April-2018,1107.20,1112.10,1093.35,1101.05,1099.625037966994026526,19754,1030,21721993.00,9793,49.57,18.75,-6.15
11-April-2018,1112.00,1119.80,1103.25,1107.00,1108.126119260811583158,5249,317,5816554.00,2466,46.98,16.55,-5.00
10-April-2018,1133.00,1133.00,1108.00,1115.15,1112.368456152050683561,5998,289,6671986.00,3091,51.53,25.00,-17.85
9-April-2018,1130.35,1130.35,1108.40,1115.80,1114.515823817292006525,9195,434,10247973.00,4766,51.83,21.95,-14.55
6-April-2018,1133.95,1133.95,1111.95,1122.55,1123.718050065876152832,2277,200,2558706.00,816,35.84,22.00,-11.40
5-April-2018,1110.00,1134.45,1110.00,1124.25,1124.531080931875897096,9057,1054,10184878.00,4050,44.72,24.45,14.25
4-April-2018,1125.20,1130.00,1098.05,1115.15,1117.462849650349650349,13728,1647,15340530.00,6848,49.88,31.95,-10.05
3-April-2018,1098.80,1129.15,1095.05,1123.50,1118.958953373015873015,8064,505,9023285.00,2571,31.88,34.10,24.70
2-April-2018,1081.45,1109.95,1064.85,1101.95,1085.184112149532710280,5350,372,5805735.00,1784,33.35,45.10,20.50
28-March-2018,1081.40,1104.30,1070.00,1073.05,1084.195044613229112897,13561,622,14702769.00,5732,42.27,34.30,-8.35
27-March-2018,1103.60,1113.85,1087.05,1096.60,1094.013476202997633447,15212,702,16642133.00,5376,35.34,26.80,-7.00
26-March-2018,1095.00,1110.00,1074.85,1100.25,1089.652173913043478260,12880,589,14034720.00,6041,46.90,35.15,5.25
23-March-2018,1086.50,1105.00,1080.00,1095.10,1090.739787920700783771,10845,644,11829073.00,4220,38.91,25.00,8.60
22-March-2018,1107.30,1109.15,1084.05,1095.15,1097.235209086215797625,9685,467,10626723.00,3958,40.87,25.10,-12.15
21-March-2018,1100.00,1128.50,1095.00,1107.30,1109.733981885273398188,17886,651,19848702.00,8225,45.99,33.50,7.30
20-March-2018,1085.00,1116.25,1081.00,1111.30,1103.596918147837363643,13109,718,14467052.00,5334,40.69,35.25,26.30
19-March-2018,1115.35,1115.35,1078.95,1090.75,1088.084145658263305322,8925,507,9711151.00,2863,32.08,36.40,-24.60
16-March-2018,1123.65,1125.30,1099.00,1103.15,1108.554836139057675067,10039,549,11128782.00,3287,32.74,26.30,-20.50
15-March-2018,1128.50,1138.15,1119.45,1133.65,1132.051541347251671831,6131,360,6940608.00,2658,43.35,18.70,5.15
14-March-2018,1132.00,1132.00,1111.10,1128.15,1123.055879683650978866,7713,345,8662130.00,3009,39.01,20.90,-3.85
13-March-2018,1108.25,1125.00,1100.00,1118.80,1115.503110419906687402,15432,607,17214444.00,4889,31.68,25.00,10.55
12-March-2018,1093.55,1108.90,1088.00,1105.40,1099.379000724112961622,6905,360,7591212.00,2724,39.45,20.90,11.85
9-March-2018,1110.95,1134.80,1082.35,1086.70,1103.114496941494352084,26647,1411,29394692.00,3005,11.28,52.45,-24.25
8-March-2018,1095.40,1107.90,1081.00,1101.25,1096.151421767754587477,14278,718,15650850.00,7058,49.43,26.90,5.85
7-March-2018,1129.00,1129.00,1091.00,1094.40,1105.158872972653012903,16894,918,18670554.00,5838,34.56,38.00,-34.60
6-March-2018,1154.60,1154.65,1120.00,1128.55,1139.076897870016384489,18310,731,20856498.00,8665,47.32,34.65,-26.05
5-March-2018,1154.50,1157.80,1136.40,1138.85,1143.523518631643249847,6548,383,7487792.00,2353,35.93,21.40,-15.65
1-March-2018,1180.00,1180.00,1150.00,1153.55,1163.249626307922272047,9366,813,10894996.00,3216,34.34,30.00,-26.45
28-February-2018,1160.05,1176.25,1145.00,1164.35,1157.909383033419023136,6224,365,7206828.00,2444,39.27,31.25,4.30
27-February-2018,1166.35,1180.00,1154.25,1164.25,1165.564195804195804195,10725,470,12500676.00,3828,35.69,25.75,-2.10
26-February-2018,1200.00,1200.00,1170.05,1174.00,1175.605812897366030881,12111,561,14237762.00,5123,42.30,29.95,-26.00
23-February-2018,1189.00,1189.00,1159.30,1171.10,1169.802268082020175380,30334,1717,35484782.00,7549,24.89,29.70,-17.90
22-February-2018,1251.40,1255.90,1193.00,1199.15,1213.759125334548146460,17561,999,21314824.00,7102,40.44,62.90,-52.25
21-February-2018,1250.40,1256.40,1231.55,1246.15,1245.742493973263204032,4563,313,5684323.00,1560,34.19,24.85,-4.25
20-February-2018,1243.95,1260.00,1229.00,1239.10,1247.193332055949415596,10438,483,13018204.00,3787,36.28,31.00,-4.85
19-February-2018,1258.75,1274.95,1235.00,1245.50,1251.760323936696340257,16176,1129,20248475.00,5045,31.19,39.95,-13.25
16-February-2018,1267.90,1279.30,1236.70,1264.20,1259.560143198090692124,4190,257,5277557.00,961,22.94,42.60,-3.70
15-February-2018,1274.70,1293.40,1254.10,1258.55,1279.254138702460850111,11175,1302,14295665.00,3286,29.40,39.30,-16.15
14-February-2018,1258.00,1280.00,1255.85,1273.65,1270.536861425512389109,16345,2591,20766925.00,5572,34.09,24.15,15.65
12-February-2018,1236.00,1260.55,1236.00,1254.20,1250.747644754948660950,9447,359,11815813.00,2352,24.90,24.55,18.20
9-February-2018,1202.00,1240.00,1202.00,1232.85,1222.364000707255260210,16967,646,20739850.00,5971,35.19,38.00,30.85
8-February-2018,1230.35,1247.95,1216.65,1227.20,1228.483144763562518131,17235,616,21172907.00,4710,27.33,31.30,-3.15
7-February-2018,1250.00,1275.45,1211.00,1216.15,1234.751983442566402207,20293,860,25056822.00,5984,29.49,64.45,-33.85
6-February-2018,1249.00,1266.00,1203.00,1251.50,1236.627600687154037029,26195,1245,32393460.00,4200,16.03,63.00,2.50
5-February-2018,1275.00,1285.00,1257.00,1268.20,1270.688807389296386851,7362,379,9354811.00,1984,26.95,28.00,-6.80
2-February-2018,1323.70,1330.00,1275.05,1288.00,1300.415187598292518535,13353,626,17364444.00,4654,34.85,54.95,-35.70
1-February-2018,1324.00,1330.00,1266.35,1317.00,1301.383025027203482045,36760,1006,47838840.00,21980,59.79,63.65,-7.00
31-January-2018,1286.85,1328.40,1278.05,1297.55,1306.313040748661003315,50971,1184,66584082.00,32615,63.99,50.35,10.70
30-January-2018,1284.60,1299.90,1265.00,1284.50,1279.700840123807719032,15831,686,20258944.00,7101,44.86,34.90,-0.10
29-January-2018,1296.00,1307.65,1268.90,1281.95,1288.974139948513924643,17092,676,22031146.00,4716,27.59,38.75,-14.05
25-January-2018,1303.00,1320.00,1295.00,1299.75,1308.273024777933613838,12834,552,16790376.00,4153,32.36,25.00,-3.25
24-January-2018,1307.60,1327.40,1291.15,1301.20,1313.050892986786699578,27548,1107,36171926.00,6875,24.96,36.25,-6.40
23-January-2018,1321.00,1330.10,1309.00,1314.35,1319.341727524553009317,11913,572,15717318.00,3388,28.44,21.10,-6.65
22-January-2018,1299.00,1321.95,1290.45,1317.50,1307.808099378881987577,20125,705,26319638.00,7739,38.45,31.50,18.50
19-January-2018,1289.60,1305.75,1259.10,1296.95,1279.900799925588317365,21502,997,27520427.00,6147,28.59,46.65,7.35
18-January-2018,1314.00,1315.00,1279.50,1292.55,1294.777849133033641258,20243,715,26210188.00,5646,27.89,35.50,-21.45
17-January-2018,1290.35,1319.00,1266.50,1312.40,1294.400660331057868201,22413,861,29011402.00,7068,31.54,52.50,22.05
16-January-2018,1304.60,1308.40,1275.00,1289.60,1290.238418813519262585,16924,1012,21835995.00,3516,20.78,33.40,-15.00
15-January-2018,1322.00,1325.45,1296.00,1304.20,1320.258635927358427809,210458,692,277858992.00,199661,94.87,29.45,-17.80
12-January-2018,1305.00,1330.00,1288.00,1322.20,1309.293878931349340547,35484,1367,46458984.00,14807,41.73,42.00,17.20
11-January-2018,1297.85,1303.00,1280.95,1299.20,1289.942670002943773918,13588,618,17527741.00,4596,33.82,22.05,1.35
10-January-2018,1300.00,1305.60,1280.25,1294.05,1296.153745758287653354,11493,472,14896695.00,3408,29.65,25.35,-5.95
9-January-2018,1315.00,1319.95,1290.00,1299.40,1302.602942309173534622,25966,906,33823388.00,6109,23.53,29.95,-15.60
8-January-2018,1290.00,1306.50,1286.25,1290.60,1297.954409231829142266,58060,2734,75359233.00,5000,8.61,20.25,0.60
5-January-2018,1283.70,1290.00,1270.05,1286.50,1279.526967659979886730,37786,1050,48348206.00,18299,48.43,19.95,2.80
4-January-2018,1265.25,1279.00,1262.95,1275.65,1272.187955815242888215,23447,738,29828991.00,8053,34.35,16.05,10.40
3-January-2018,1260.00,1272.00,1248.25,1257.15,1258.652411638351884397,15363,581,19336677.00,4190,27.27,23.75,-2.85
2-January-2018,1239.00,1266.30,1228.40,1259.45,1255.668210458290699553,18569,820,23316503.00,4741,25.53,37.90,20.45
1-January-2018,1236.80,1260.55,1235.35,1238.75,1244.022530707173486445,13759,622,17116506.00,2929,21.29,25.20,1.95
29-December-2017,1241.00,1270.50,1229.05,1236.80,1236.907020872865275142,11594,475,14340700.00,2662,22.96,41.45,-4.20
28-December-2017,1240.40,1261.45,1234.00,1239.70,1246.798865169430997539,25202,1051,31421825.00,5873,23.30,27.45,-0.70
27-December-2017,1239.00,1243.50,1225.40,1229.20,1233.478628350639942042,4141,205,5107835.00,1821,43.97,18.10,-9.80
26-December-2017,1230.00,1245.00,1222.05,1238.95,1234.439683278993945039,6441,319,7951026.00,2411,37.43,22.95,8.95
22-December-2017,1241.10,1252.75,1225.00,1230.80,1237.759798099762470308,13472,522,16675100.00,4467,33.16,27.75,-10.30
21-December-2017,1191.10,1247.00,1188.50,1239.25,1224.179361945339291281,19246,849,23560556.00,7536,39.16,58.50,48.15
20-December-2017,1201.10,1209.00,1192.90,1196.35,1197.971196324438946810,11318,497,13558638.00,3587,31.69,16.10,-4.75
19-December-2017,1200.00,1206.75,1192.80,1201.10,1201.096892287666775138,12292,637,14763883.00,3321,27.02,13.95,1.10
18-December-2017,1170.00,1194.95,1137.05,1192.40,1189.409235006756054464,76968,726,91546450.00,64609,83.94,57.90,22.40
15-December-2017,1155.55,1170.00,1148.25,1163.25,1158.539343771816096539,10027,600,11616674.00,4292,42.80,21.75,7.70
14-December-2017,1148.50,1155.00,1127.00,1144.50,1138.340811613328934345,15155,544,17251555.00,4678,30.87,28.00,-4.00
13-December-2017,1157.00,1164.45,1140.00,1147.20,1149.214143339977467718,11539,642,13260782.00,3243,28.10,24.45,-9.80
12-December-2017,1180.10,1183.10,1152.85,1159.30,1162.762570735650767987,12370,625,14383373.00,2822,22.81,30.25,-20.80
11-December-2017,1178.30,1195.75,1174.00,1189.60,1183.231606730451996040,12124,430,14345500.00,4293,35.41,21.75,11.30
8-December-2017,1169.15,1184.45,1167.55,1174.40,1178.212143344045184535,20538,908,24198121.00,6465,31.48,16.90,5.25
7-December-2017,1125.00,1169.00,1125.00,1159.65,1145.890803946025626488,8819,523,10105611.00,2195,24.89,44.00,34.65
6-December-2017,1161.00,1168.90,1123.30,1128.95,1141.727817093086554164,18370,928,20973540.00,5461,29.73,45.60,-32.05
5-December-2017,1165.15,1177.20,1161.55,1165.60,1167.354243166054671562,9804,444,11444741.00,2666,27.19,15.65,0.45
4-December-2017,1182.25,1186.85,1155.60,1172.35,1169.795028347143480156,11465,492,13411700.00,3411,29.75,31.25,-9.90
1-December-2017,1204.15,1210.00,1168.00,1171.35,1184.118155884788810159,10867,541,12867812.00,4076,37.51,42.00,-32.80
30-November-2017,1203.00,1206.00,1190.00,1195.60,1195.191139797564911251,6817,366,8147618.00,2329,34.16,16.00,-7.40
29-November-2017,1202.00,1204.55,1185.60,1197.95,1194.765924788948580199,15636,831,18681360.00,4809,30.76,18.95,-4.05
28-November-2017,1192.40,1230.80,1190.50,1214.95,1212.975521061315195797,29699,1242,36024160.00,6312,21.25,40.30,22.55
27-November-2017,1191.00,1195.00,1175.85,1187.25,1183.355741918030569457,14786,612,17497098.00,4008,27.11,19.15,-3.75
24-November-2017,1189.55,1203.30,1175.00,1188.10,1190.432185753359495778,33636,1483,40041377.00,6537,19.43,28.30,-1.45
23-November-2017,1193.00,1207.15,1180.75,1190.35,1194.014855760925893936,11578,558,13824304.00,3043,26.28,26.40,-2.65
22-November-2017,1201.55,1217.95,1189.35,1192.40,1205.669434758671315837,21796,1151,26278771.00,9562,43.87,28.60,-9.15
21-November-2017,1190.00,1203.95,1182.45,1196.20,1193.645465353260869565,11776,461,14056369.00,5347,45.41,21.50,6.20
20-November-2017,1192.00,1198.35,1171.00,1183.45,1179.252360774818401937,16520,699,19481249.00,6021,36.45,27.35,-8.55
17-November-2017,1176.00,1201.90,1176.00,1191.90,1189.947943974234139764,13351,586,15886995.00,4239,31.75,25.90,15.90
16-November-2017,1190.00,1204.65,1165.00,1176.05,1185.137753275578148492,13967,752,16552819.00,4177,29.91,39.65,-13.95
15-November-2017,1190.00,1206.15,1168.55,1185.85,1184.766400175227247837,18262,802,21636204.00,4899,26.83,37.60,-4.15
14-November-2017,1197.00,1205.90,1175.15,1178.15,1185.092452464105549088,10308,509,12215933.00,5359,51.99,30.75,-18.85
13-November-2017,1225.60,1226.90,1197.00,1199.65,1207.012553614394811172,9559,398,11537833.00,4246,44.42,29.90,-25.95
10-November-2017,1218.00,1238.15,1203.00,1217.50,1224.136847356168939142,12028,476,14723918.00,5841,48.56,35.15,-0.50
9-November-2017,1241.35,1241.35,1205.05,1217.25,1218.789580514208389715,5912,367,7205484.00,2267,38.35,36.30,-24.10
8-November-2017,1243.00,1250.05,1222.50,1227.20,1235.144443575506373660,12787,599,15793792.00,5688,44.48,27.55,-15.80
7-November-2017,1272.00,1281.30,1231.55,1237.35,1252.009987977434569499,10813,817,13537984.00,2720,25.15,49.75,-34.65
6-November-2017,1260.00,1278.00,1249.55,1267.25,1265.638624164749698762,9129,464,11554015.00,2067,22.64,28.45,7.25
3-November-2017,1275.00,1283.40,1250.05,1261.10,1267.276706343227361759,13274,592,16821831.00,1141,8.60,33.35,-13.90
2-November-2017,1270.50,1279.95,1255.00,1268.60,1271.042791310072416063,7595,386,9653570.00,1800,23.70,24.95,-1.90
1-November-2017,1277.55,1289.40,1251.00,1266.80,1278.075676073981283619,13571,611,17344765.00,4548,33.51,38.40,-10.75
31-October-2017,1275.00,1293.40,1265.90,1272.85,1280.021079384063387651,6689,372,8562061.00,1296,19.38,27.50,-2.15
30-October-2017,1270.50,1279.45,1259.20,1265.45,1267.583746829859962509,9069,415,11495717.00,2423,26.72,20.25,-5.05
27-October-2017,1273.00,1281.90,1265.00,1269.35,1270.737285441830896376,6292,337,7995479.00,1841,29.26,16.90,-3.65
26-October-2017,1249.00,1284.35,1237.00,1259.70,1263.131359092943458153,13406,723,16933539.00,3782,28.21,47.35,10.70
25-October-2017,1230.00,1251.60,1224.20,1246.00,1244.979090049385310497,19034,837,23696932.00,5492,28.85,27.40,16.00
24-October-2017,1208.00,1225.00,1201.10,1216.55,1216.484135582727132022,6461,345,7859704.00,1539,23.82,23.90,8.55
23-October-2017,1238.00,1238.00,1203.10,1207.85,1213.484870939854267012,8097,352,9825587.00,3462,42.76,34.90,-30.15
19-October-2017,1233.00,1233.00,1206.25,1226.60,1225.881987577639751552,1610,125,1973670.00,630,39.13,26.75,-6.40
18-October-2017,1225.00,1237.00,1222.00,1224.40,1227.306304371173880356,18622,719,22854898.00,1929,10.36,15.00,-0.60
17-October-2017,1225.00,1236.15,1210.00,1223.60,1224.742455703211517165,14448,564,17695079.00,4191,29.01,26.15,-1.40
16-October-2017,1230.00,1250.50,1215.00,1218.70,1225.515450825455058557,14174,551,17370456.00,6525,46.03,35.50,-11.30
13-October-2017,1248.00,1255.55,1238.15,1240.40,1243.498565794191466475,5578,272,6936235.00,1943,34.83,17.40,-7.60
12-October-2017,1240.00,1250.00,1230.00,1245.80,1242.333090530697190426,9610,404,11938821.00,2523,26.25,20.00,5.80
11-October-2017,1246.10,1265.25,1225.00,1238.05,1248.451431573417389020,19035,794,23764273.00,4624,24.29,40.25,-8.05
10-October-2017,1236.95,1247.95,1220.95,1236.35,1234.949358727362800682,18167,715,22435325.00,7469,41.11,27.00,-0.60
9-October-2017,1226.15,1235.10,1212.15,1219.75,1221.983778329711269791,12884,577,15744039.00,3832,29.74,22.95,-6.40
6-October-2017,1210.00,1236.90,1210.00,1224.10,1225.868421052631578947,14098,653,17282293.00,4208,29.85,26.90,14.10
5-October-2017,1224.00,1232.00,1210.95,1213.85,1218.029050613956274333,10017,675,12200997.00,2280,22.76,21.05,-10.15
4-October-2017,1195.00,1236.25,1194.10,1211.30,1206.074390524085467030,391730,1862,472455521.00,359083,91.67,42.15,16.30
3-October-2017,1208.00,1220.00,1185.65,1194.25,1197.788506497036916218,18393,797,22030924.00,6486,35.26,34.35,-13.75
29-September-2017,1200.00,1215.40,1186.25,1199.20,1203.267973888703831678,201139,1080,242024117.00,187437,93.19,29.15,-0.80
28-September-2017,1230.00,1249.90,1179.95,1186.15,1216.096786765397589066,74411,2138,90490978.00,43285,58.17,69.95,-43.85
27-September-2017,1339.00,1339.00,1209.55,1219.05,1261.424811764428776684,254734,3544,321327788.00,218815,85.90,129.45,-119.95
26-September-2017,1325.00,1350.05,1307.00,1325.00,1330.686431623931623931,16848,1015,22419405.00,4775,28.34,43.05,0.00
25-September-2017,1368.00,1368.00,1285.00,1318.00,1306.862408966943387178,33367,1921,43606078.00,6971,20.89,83.00,-50.00
22-September-2017,1405.00,1405.00,1360.25,1363.80,1373.232639827073763847,7402,503,10164668.00,2402,32.45,44.75,-41.20
21-September-2017,1435.00,1435.00,1395.00,1404.40,1407.475257851431220303,8629,659,12145104.00,2467,28.59,40.00,-30.60
20-September-2017,1410.15,1450.40,1410.15,1433.05,1434.422300970482825272,24833,1321,35621009.00,5880,23.68,40.25,22.90
19-September-2017,1411.00,1420.00,1388.65,1406.00,1405.008676789587852494,10142,588,14249598.00,3587,35.37,31.35,-5.00
18-September-2017,1380.00,1429.00,1372.10,1413.90,1406.974063325228122467,38247,1539,53812537.00,14903,38.97,56.90,33.90
15-September-2017,1384.90,1395.00,1359.05,1377.45,1377.924516482656017539,12771,653,17597474.00,4011,31.41,35.95,-7.45
14-September-2017,1364.00,1396.70,1338.90,1384.15,1376.974384599200504944,76048,2230,104716148.00,38533,50.67,57.80,20.15
13-September-2017,1346.00,1353.90,1331.30,1337.10,1339.536931613461122721,13877,814,18588754.00,4066,29.30,22.60,-8.90
12-September-2017,1340.00,1350.00,1321.05,1345.25,1339.228968544257498171,13670,723,18307260.00,4536,33.18,28.95,5.25
11-September-2017,1300.00,1355.90,1287.95,1337.60,1332.161299918197367442,40341,1989,53740719.00,15147,37.55,67.95,37.60
8-September-2017,1274.50,1283.65,1270.25,1281.90,1278.873763816172193135,6876,419,8793536.00,1994,29.00,13.40,7.40
7-September-2017,1280.00,1286.00,1268.05,1276.40,1274.610425061744443000,7693,447,9805578.00,3392,44.09,17.95,-3.60
6-September-2017,1275.10,1284.40,1268.55,1276.45,1276.413805309734513274,2825,190,3605869.00,1069,37.84,15.85,1.35
5-September-2017,1272.00,1294.75,1272.00,1287.60,1281.963624446993281992,6103,330,7823824.00,2087,34.20,22.75,15.60
4-September-2017,1313.00,1313.00,1273.25,1279.70,1292.937500000000000000,8256,400,10674492.00,1204,14.58,39.75,-33.30
1-September-2017,1292.05,1314.90,1286.00,1305.80,1301.773361020468703648,10113,481,13164834.00,3244,32.08,28.90,13.75
31-August-2017,1300.00,1300.00,1272.75,1285.30,1285.580349959774738535,9944,609,12783811.00,,,27.25,-14.70
30-August-2017,1278.60,1287.85,1268.10,1275.35,1277.049185185185185185,3375,296,4310041.00,1165,34.52,19.75,-3.25
29-August-2017,1292.30,1292.30,1261.00,1272.65,1271.911279229711141678,5816,324,7397436.00,2385,41.01,31.30,-19.65
28-August-2017,1269.60,1297.00,1269.60,1292.35,1286.138361367335865436,5529,366,7111059.00,2489,45.02,27.40,22.75
